3.390000000000000000e+02 2.580000000000000000e+02 2.000000000000000000e+00
3.550000000000000000e+02 2.520000000000000000e+02 2.000000000000000000e+00
3.730000000000000000e+02 2.470000000000000000e+02 2.000000000000000000e+00
4.040000000000000000e+02 2.580000000000000000e+02 2.000000000000000000e+00
4.570000000000000000e+02 2.360000000000000000e+02 2.000000000000000000e+00
4.520000000000000000e+02 2.210000000000000000e+02 2.000000000000000000e+00
4.290000000000000000e+02 2.230000000000000000e+02 2.000000000000000000e+00
4.160000000000000000e+02 1.970000000000000000e+02 2.000000000000000000e+00
3.870000000000000000e+02 1.940000000000000000e+02 2.000000000000000000e+00
3.250000000000000000e+02 2.040000000000000000e+02 2.000000000000000000e+00
3.720000000000000000e+02 2.220000000000000000e+02 2.000000000000000000e+00
4.140000000000000000e+02 2.380000000000000000e+02 2.000000000000000000e+00
3.810000000000000000e+02 2.120000000000000000e+02 2.000000000000000000e+00
3.670000000000000000e+02 2.140000000000000000e+02 2.000000000000000000e+00
3.410000000000000000e+02 2.320000000000000000e+02 2.000000000000000000e+00
3.060000000000000000e+02 2.430000000000000000e+02 2.000000000000000000e+00
2.270000000000000000e+02 2.490000000000000000e+02 2.000000000000000000e+00
1.560000000000000000e+02 2.450000000000000000e+02 2.000000000000000000e+00
1.220000000000000000e+02 2.230000000000000000e+02 2.000000000000000000e+00
8.600000000000000000e+01 1.970000000000000000e+02 2.000000000000000000e+00
8.100000000000000000e+01 2.000000000000000000e+02 2.000000000000000000e+00
8.400000000000000000e+01 2.450000000000000000e+02 2.000000000000000000e+00
3.600000000000000000e+02 2.540000000000000000e+02 2.000000000000000000e+00
4.190000000000000000e+02 2.650000000000000000e+02 2.000000000000000000e+00
4.680000000000000000e+02 2.360000000000000000e+02 2.000000000000000000e+00
4.370000000000000000e+02 2.030000000000000000e+02 2.000000000000000000e+00
3.240000000000000000e+02 2.290000000000000000e+02 2.000000000000000000e+00
2.750000000000000000e+02 1.680000000000000000e+02 2.000000000000000000e+00
2.640000000000000000e+02 1.880000000000000000e+02 2.000000000000000000e+00
3.500000000000000000e+02 8.600000000000000000e+01 3.000000000000000000e+00
3.400000000000000000e+02 9.900000000000000000e+01 3.000000000000000000e+00
3.510000000000000000e+02 1.580000000000000000e+02 3.000000000000000000e+00
3.370000000000000000e+02 1.340000000000000000e+02 3.000000000000000000e+00
3.220000000000000000e+02 2.060000000000000000e+02 3.000000000000000000e+00
3.540000000000000000e+02 2.100000000000000000e+02 3.000000000000000000e+00
3.600000000000000000e+02 1.880000000000000000e+02 3.000000000000000000e+00
3.370000000000000000e+02 1.740000000000000000e+02 3.000000000000000000e+00
4.130000000000000000e+02 1.700000000000000000e+02 3.000000000000000000e+00
4.170000000000000000e+02 9.800000000000000000e+01 3.000000000000000000e+00
3.910000000000000000e+02 1.080000000000000000e+02 3.000000000000000000e+00
3.790000000000000000e+02 1.190000000000000000e+02 3.000000000000000000e+00
3.800000000000000000e+02 1.440000000000000000e+02 3.000000000000000000e+00
4.090000000000000000e+02 1.420000000000000000e+02 3.000000000000000000e+00
4.360000000000000000e+02 1.280000000000000000e+02 3.000000000000000000e+00
4.360000000000000000e+02 1.160000000000000000e+02 3.000000000000000000e+00
4.030000000000000000e+02 1.180000000000000000e+02 3.000000000000000000e+00
3.580000000000000000e+02 9.600000000000000000e+01 3.000000000000000000e+00
3.830000000000000000e+02 8.400000000000000000e+01 3.000000000000000000e+00
4.400000000000000000e+02 8.600000000000000000e+01 3.000000000000000000e+00
4.560000000000000000e+02 9.700000000000000000e+01 3.000000000000000000e+00
4.740000000000000000e+02 1.290000000000000000e+02 3.000000000000000000e+00
4.630000000000000000e+02 1.340000000000000000e+02 3.000000000000000000e+00
4.440000000000000000e+02 1.460000000000000000e+02 3.000000000000000000e+00
4.390000000000000000e+02 1.650000000000000000e+02 3.000000000000000000e+00
4.660000000000000000e+02 1.840000000000000000e+02 3.000000000000000000e+00
4.690000000000000000e+02 1.560000000000000000e+02 3.000000000000000000e+00
4.710000000000000000e+02 1.670000000000000000e+02 3.000000000000000000e+00
4.710000000000000000e+02 1.010000000000000000e+02 3.000000000000000000e+00
4.330000000000000000e+02 1.020000000000000000e+02 3.000000000000000000e+00
4.160000000000000000e+02 1.150000000000000000e+02 3.000000000000000000e+00
3.780000000000000000e+02 1.380000000000000000e+02 3.000000000000000000e+00
3.160000000000000000e+02 1.290000000000000000e+02 2.000000000000000000e+00
2.800000000000000000e+02 1.750000000000000000e+02 2.000000000000000000e+00
2.800000000000000000e+02 1.680000000000000000e+02 2.000000000000000000e+00
2.810000000000000000e+02 1.280000000000000000e+02 2.000000000000000000e+00
2.480000000000000000e+02 1.050000000000000000e+02 2.000000000000000000e+00
2.600000000000000000e+02 9.700000000000000000e+01 2.000000000000000000e+00
